Code,Name,결산월,상장일,60개월베타,60개월로그베타,시가총액,시가총액,자본총계,자산총계,자산총계,우선주자본금,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)",EV/EBITDA,매출액,매출총이익,영업이익,당기순이익,ROA,ROA,ROE,ROIC,영업활동으로인한현금흐름,영업활동으로인한현금흐름,비유동부채,비유동부채,자산총계,자산총계,유동비율,유동비율,매출총이익률,매출총이익률,총자산회전율,총자산회전율,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
A000020,동화약품,12,19760324,0.04553,0.077604,2268.04,2365.8,2529.25,317187030.05,324604536.65,,8.64,0.89,0.96,3.44,237470834.8,103177389.47,11259333.9,262.54,1.78,8.18,10.87,6.7,198.33,254.82,18088059.77,16227160.79,3171.87,3246.05,195.73,273.19,43.27,43.45,0.70828,0.74002,8470,8180,9050,8560,8840,10300,9750,10800,11400,12250,11550,11450,10200
A000030,우리은행,12,20141119,1.426697,1.403124,86190,124722,205459.53,276576908000,290772143000,,6.83,0.42,0.37,22.23,21014113000,16888164000,1270501000,12775.33,0.38,0.42,6.41,,-3839.06,49052.85,,,2765769.08,2907721.43,,,22.08,21.5,0.07256,0.07802,18450,19100,18600,17850,16400,16200,15750,16850,16600,14650,16050,15300,16300
A000040,KR모터스,12,19760525,-0.256434,-0.177635,1520,1608.85,627.44,157780959,143302921,,-14.49,2.48,1.71,-60.09,84083884,5615778,-6488216,-99.79,-11.28,-6.51,-15.29,-6.46,-194.78,-93.5,14530552,14710227,1577.81,1433.03,108.1,108.65,2.52,8.88,0.54794,0.5533,1359,1163,1016,775,605,520,487,632,561,577,667,722,603
A000050,경방,12,19560303,0.466056,0.445074,4194.54,4276.78,6798.43,1259512344.39,1237024387.81,,14.23,0.62,1.11,10.52,313876821.72,103781058.29,42576774.11,294.75,1.27,2.25,4.39,13.25,399.21,679.81,443825602.19,426137362.19,12595.12,12370.24,58.13,68.2,28.45,28.9,0.27295,0.28807,15600,16300,14650,14100,14550,13650,13900,14500,14050,14050,14900,13050,13850
A000060,메리츠화재,12,19560702,0.61912,0.579437,16881.71,22122.77,16385.46,14603849437.84,16444398350.71,,7.04,1.03,0.23,4.73,7108279325.11,,341521946.13,2372.33,1.21,1.51,15.26,,9596.39,8700.37,,,146038.49,164443.98,,,0,0,0.4873,0.45545,20050,23650,25300,24650,25700,25700,23500,24900,22850,21050,20950,20500,19200
A000070,삼양홀딩스,12,19681227,-0.232133,-0.008434,10234.3,10491.23,18506.32,1537284619.08,1564527965.5,15.2,46.87,0.68,0.46,6.03,102179833.25,88105457.96,49236418.17,651.38,2.66,2.09,3.57,5.52,898.78,2170.53,203447163.48,135807243.19,15372.85,15645.28,179.41,156.07,18.73,19.54,0.73957,0.74075,122500,115000,107000,88500,90400,102500,122000,121500,111500,98000,111000,114500,119000
A000080,하이트진로,12,20091019,-0.155979,-0.115083,14798.19,16341.13,12919.03,3336555972.7,3280274823.46,56.74,39.18,1.14,0.8,10.99,1637185183.4,728267412.28,117918739.82,384.47,1.55,1.12,2.94,4,3040.46,1846.7,616896523.22,611622117.73,33365.56,32802.75,59.33,67.93,43.01,43.58,0.55427,0.55096,23300,23950,26100,26300,26600,23700,24100,23000,22000,22450,21800,20150,19650
A000100,유한양행,12,19621101,0.432892,0.43325,22249.33,28698.1,14965.52,1584414837.79,1698094265.05,11.81,14.75,1.45,1.8,8.51,1312018358.56,356698829.79,72261498.4,1612.49,7.21,8.21,11.27,12.27,1262.35,741.44,58404647.99,66689347.05,15844.15,16980.94,269.01,323.13,30.18,29.49,0.64567,0.6728,235727,226624,216563,197877,195481,210813,219000,233000,208000,222000,229000,238000,217500
A000120,CJ대한통운,12,19560702,-0.247656,-0.22177,40834.1,41176.28,27392.65,3735984486.28,4231090165.08,,73.19,1.34,0.67,20.2,4846376016.18,449840048.16,135857978.57,682.1,1.08,1.36,2.67,4.95,1718.74,2084.05,476247048.99,1129796069.03,37359.84,42310.9,96.4,110.92,10.86,11.04,1.11812,1.21376,180500,186500,169000,163500,157000,152000,140000,145000,132500,137500,156500,149500,168000
A000140,하이트진로홀딩스,12,19730919,0.236615,0.321824,2889.24,2680.38,12034.96,1779992358.86,1641786912.76,23.54,10.56,0.51,0.16,7.32,43690551.69,43690551.69,40949204.51,462.83,1.11,1.15,4,3.57,2830.09,1665.85,324716060.03,130473435.12,17799.92,16417.87,45.55,50.89,43.06,43.78,0.47661,0.47174,11550,11550,11500,11100,10850,10250,10100,10250,9480,9740,9450,9370,8680
