Code,Name,결산월,상장일,60개월베타,60개월로그베타,시가총액,시가총액,자본총계,자산총계,자산총계,우선주자본금,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)",EV/EBITDA,매출액,매출총이익,영업이익,당기순이익,ROA,ROA,ROE,ROIC,영업활동으로인한현금흐름,영업활동으로인한현금흐름,비유동부채,비유동부채,자산총계,자산총계,유동비율,유동비율,매출총이익률,매출총이익률,총자산회전율,총자산회전율,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
A000150,두산,12,19730629,1.236368,1.21824,18824.74,19824.47,83935.26,3509598140.49,3478222671.18,269.84,-6.03,0.69,0.14,-43.2,1873556345.75,496479919,213401161,-17008.1,0.11,-5.41,-19.67,1.73,6467.9,-177.7,656345571.05,498612485.85,35095.98,34782.23,97.07,86.3,16.61,15.09,0.64963,0.53722,94400,112500,118500,101000,102500,110500,105000,105000,95700,94700,97300,117500,119000
A000180,성창기업지주,12,19760602,1.035386,1.028515,2225.08,2336.68,2789.44,89758433.5,118769462.41,,84.97,0.79,1.06,24.8,8722598.07,8722598.07,1085552,22.22,-1.07,0.64,0.84,1.26,-66.14,138.75,582859.35,474317.63,897.58,1187.69,150.66,204.9,17.39,15.94,0.49633,0.50867,3325,3255,2960,3125,3050,3090,3180,3095,3110,3065,2965,3105,3105
A000210,대림산업,12,19760202,1.816221,1.758948,23350.8,26448,48057.69,10054083478.16,10250167914.83,210,12.53,0.6,0.27,6.45,8135324528.91,857674198.48,424682854.19,2169.69,-4.12,1.92,4.68,7.55,317.27,3848.58,2126794924.53,1322734115.06,100540.83,102501.68,149.36,140.53,2.11,8.17,0.86949,0.83963,77400,84000,81100,82900,81700,76400,87100,83900,83600,80900,80300,92400,89000
A000220,유유제약,12,19751118,0.787723,0.87941,850.27,881.08,737.31,96488170.1,98301737.77,12.98,-390.44,1.28,1.41,70.01,59783034.25,30431909,1678266.89,-4.04,-7.45,-0.39,-0.56,3.28,13.63,-116.84,6597205.31,985187.03,964.88,983.02,199.01,167.82,49.51,44.27,0.63558,0.67802,14200,13750,12700,12700,10200,9070,9290,8650,9080,8980,9290,11350,11950
A000230,일동홀딩스,12,19750628,0.05553,0.130175,6317.15,7219.6,3499.81,604811196.33,688879189.1,,29.64,1.73,16.23,53.9,16218305.46,7631881.35,-3737585,213.31,1.91,3.22,6.25,-2.04,393.57,561.11,133072140.45,150271342.75,6048.11,6888.79,160.53,148.37,49.33,34.68,0.6688,0.05777,29083,28050,37650,31350,27300,26600,25800,21200,20350,19700,19150,18600,17100
A000240,한국타이어월드와이드,12,19681227,0.885695,1.086556,16278.53,20696.99,21709.04,2506418760.32,2250829880.44,,39.64,0.74,18.91,29.43,86064596.52,86064596.52,43978249.65,410.69,7.57,1.73,1.79,44.33,488.92,418.96,77269826.41,58436384.76,25064.19,22508.3,3247.25,2153.66,100,100,0.09435,0.03618,22150,20650,21400,22950,21650,20650,20750,20250,20500,19450,20000,20850,21800
A000250,삼천당제약,12,20001004,1.08321,1.152864,1949.57,2251.63,1543.15,122210857.43,128845255.25,,16.67,1.65,1.47,6.28,100514070.4,49312090.3,10667989.38,178.75,10.53,10.02,12.16,16.79,195.5,173.42,6221354.52,7858471.49,1222.11,1288.45,354.73,455.69,54.88,54.53,0.72544,0.74036,10550,9850,8950,9220,9910,8780,11700,12100,14100,14100,14100,14300,15050
A000270,기아차,12,19730721,0.551751,0.557189,213221.12,175116.97,242040.31,30311721000,34068913000,,8.11,0.87,0.43,4.64,32699936000,6928067000,2294966000,26306,7.75,6.05,11.27,10.61,23638.25,33752.48,3902908000,3978658000,303117.21,340689.13,139.09,126.14,19.84,19.93,1.21972,1.1381,43050,42150,41950,42150,40700,37400,39250,36400,38250,37050,34850,39050,38200
A000300,대유플러스,12,19750609,0.754523,0.85044,1048.63,1123.54,1065.93,162211535.15,177370555.31,,-13.21,1.14,0.21,4.87,182014611.46,10370227.04,1827774.17,-1.73,-0.57,-0.02,-0.16,1.23,171.86,-52.02,6631669.21,16330839.39,1622.12,1773.71,108.97,103.97,7.59,8.68,0.74559,0.66498,1285,1285,1245,1200,1030,975,945,991,1040,1045,1070,1110,1090
A000320,노루홀딩스,12,19730810,0.702761,0.700295,3233.66,2514.34,5213.65,290205704.22,296813242.8,1.39,5.13,0.75,0.48,2.84,26926779.44,26926779.44,11391362.01,882.14,4.23,9.35,18.36,4.7,528.79,357.88,27799094.22,26797476.7,2902.06,2968.13,117.98,160.93,26,27.67,0.7647,0.72466,19150,18250,17300,17100,16700,14550,15600,15100,15250,14950,14950,15500,14700
A000370,한화손해보험,12,19750630,0.55721,0.565122,7077.64,6623.94,8609.1,10330902814,11802434041,,7.3,0.81,0.12,4.69,5742740007,,117887264,957.67,0.13,0.87,13.16,,9175.99,3315.94,,,103309.03,118024.34,,,0,0,0.55137,0.51928,6940,6891,6284,6382,7429,7605,7077,6783,6607,6822,7253,7556,8290
A000390,삼화페인트,12,19930910,0.618856,0.646797,2844.8,2652.41,2878.19,449735161.88,458813556.89,,11.46,0.94,0.56,8.08,453640041.16,86011189.71,15930119.78,247.6,7.25,4.87,8.73,7.16,505.04,292.23,84912543.69,74405860.92,4497.35,4588.14,192.91,169.81,20.4,22.46,1.07425,0.99742,11350,11500,11200,11400,11200,9570,9910,8500,9030,8570,8700,8250,8220
A000400,롯데손해보험,12,19710416,0.756926,0.755347,4021.69,3417.43,4430.12,6727816132.81,8778322828.63,,31.99,0.9,0.11,-11.42,2799122500.5,,11621012.28,98.81,0.04,0.13,2.64,,1443.45,4728.97,,,67278.16,87783.23,,,0,0,0.41677,0.36103,2600,2550,2565,2640,2720,2505,2410,2420,2445,2490,2700,2760,2995
A000430,대원강업,12,19770622,1.239195,1.283811,3000.8,2895.4,5103.74,769268147.46,758978406.73,,15.89,0.72,0.3,6.45,773296717.46,70893936.85,27835382.05,262.65,1.59,2.28,5.25,4.06,422.65,967.74,79994234.41,93064533.51,7692.68,7589.78,75.08,78.79,10.23,12.59,0.88874,0.87867,4690,4805,5330,5490,5170,4660,4480,4320,4670,4740,4690,4690,4695
A000440,중앙에너비스,12,19960701,0.821868,0.853983,353.08,352.46,506.99,61316464.87,64796324.53,,40.75,0.58,0.39,14.08,67183039.08,12297589.57,1179898.45,11.82,0.6,1.56,2.35,2.78,12.76,40.07,1764475.76,2770661.14,613.16,647.96,70.79,63.23,21.44,23.42,0.3482,1.19626,28550,29450,29700,32250,29300,30700,30850,32150,32650,31700,31600,33300,33300
A000480,조선내화,12,19780630,0.64064,0.632919,3452,3280,6012.84,637162892.95,577302435.12,,22.1,0.55,0.47,6.2,468201027.69,59818102.5,22127788.1,170.99,4.34,1.7,2.73,-1.85,709.01,515.51,21676444.74,5085679.23,6371.63,5773.02,117.32,148.26,15.36,12.47,0.67536,0.72306,83200,83300,85200,88800,92000,86100,85700,86300,85700,86200,88100,90600,89700
A000490,대동공업,12,19750627,0.821585,0.841323,2175.88,1803.34,2331.23,603838911.95,579538912.33,,65.25,0.83,0.37,12.25,462238437.62,96348024.79,-948424.85,35.39,0.78,0.51,1.53,0.42,-294.88,154.23,89684565.23,112735870.42,6038.39,5795.39,107.67,117.77,18.67,22.51,0.93901,0.83634,7780,7950,7340,7210,6760,7070,7150,6910,6940,6760,6570,7540,7760
A000500,가온전선,12,19870608,0.710172,0.706631,865.35,927.76,2625.8,486088758.56,489897296.23,,42.91,0.31,0.11,10.81,716430934.83,36849997.15,8782546.44,21.36,-0.11,0.41,0.81,1.4,201.21,364.46,94861246.12,80513598.07,4860.89,4898.97,183.68,178.94,4.71,5.07,1.69106,1.51386,22400,24000,20800,21700,20200,21950,22200,22750,22900,23000,24050,24800,25600
A000520,삼일제약,12,19850529,0.79082,0.822097,399.85,605,544.1,107453928.61,98665115.01,,67.58,0.68,0.45,12.72,87448378.05,36701546.06,1807932.3,5.88,-9.99,0.57,1.07,1.14,-119.23,29.2,11667222.64,3297338.54,1074.54,986.65,149.54,134.34,39.76,42.38,0.76304,0.84909,10664,9545,8857,8876,7479,7556,8044,8197,8407,7919,7986,8053,8225
A000540,흥국화재,12,19741205,0.115807,0.141045,2698.19,2203.52,4420.22,7707203000,8987546000,46.08,13.93,0.62,0.06,-0.72,4232529000,,18101000,196.53,0.15,0.2,3.79,,9175.99,5474.76,,,77072.03,89875.46,,,0,0,0.6302,0.43848,3435,3370,3335,3410,3455,3585,3705,3760,3700,3890,3970,4805,5640
A000590,CS홀딩스,12,19751222,1.174085,1.143656,915.5,877.41,2458.64,170117491.12,173456316.7,,4.24,0.44,0.66,-0.64,1978467.87,1978467.87,536199.78,296.04,5.81,10.86,12.59,12.27,146.68,268.4,9443642.96,7340275.19,1701.17,1734.56,584.04,601.6,24.13,26.64,0.57279,0.50971,76700,77500,87800,85100,87000,79800,80700,84700,83200,85500,82700,86300,82000
A000640,동아쏘시오홀딩스,12,19700210,0.781905,0.770693,7910.21,8497.69,6026.42,604271987.43,618764562.84,,16.93,1.58,1.15,8.12,48855138.34,48855138.34,-7333109.55,666.15,0.63,5.78,11.72,8.6,-79.16,809.37,5320962,10724663.61,6042.72,6187.65,83.04,69.66,30.37,37.86,0.60949,0.61159,180500,164000,186000,181000,145000,140500,156500,125500,128000,132000,147000,158000,135500
A000650,천일고속,12,19770623,0.900529,0.845407,1024.75,1279.15,491.82,62273002.24,63067608,,22.14,2.08,1.74,10.54,58862178,11814082,2824152,46.28,7.85,7.38,9.7,38.37,40.21,33.53,5652502.86,2911174,622.73,630.68,216.03,201.69,18.85,20.07,0.98121,0.93924,89000,87200,93500,96600,90500,87300,90600,92800,89400,93900,91200,99600,100000
A000660,SK하이닉스,12,19961226,0.914339,0.95069,223860.73,235872.77,213877.03,25348900000,28742198000,,5.18,1.02,1.19,2.3,18780792000,7778709000,5076507000,43235.95,17.6,15.29,21.93,20.42,58666.91,93195.2,2861708000,3308841000,253489,287421.98,179.76,201.62,44.75,44.06,0.71835,0.6647,32150,34400,36450,40200,41000,42900,44700,53700,46700,50500,54000,57000,67400
A000670,영풍,12,19760612,1.449704,1.434264,20207.18,17720.42,30034.42,1998526424.96,2078784714.57,,15.67,0.73,0.77,5.65,1068398876.33,102241993.85,49300308.3,899.4,2.57,2.28,3.04,-0.61,2126.57,2101.33,338849197.74,333924385.86,19985.26,20787.85,177.62,201.83,3.54,4.27,0.71386,0.66353,955000,1123000,1089000,1055000,995000,1046000,1064000,1090000,990000,961000,943000,1050000,1168000
A000680,LS네트웍스,12,19731115,1.02519,1.026107,2872.21,2592.62,6898.86,1412632453.82,1314804964.57,0.98,-3.79,0.39,0.39,-13.48,611984325.13,159356361.72,-70720395.45,-757.57,0.05,-4.87,-10.38,-22.05,-479.03,108.76,237017014.46,403092537.99,14126.32,13148.05,79.52,99.74,29.17,23.72,0.6235,0.46984,3295,3340,3330,3330,3130,3115,3035,3065,3015,3020,3100,3145,3035
A000700,유수홀딩스,12,19560303,1.798119,1.882987,2026.05,2518.24,2671.08,270917061.2,274463604.61,,9.68,0.92,0.39,2.4,16049026.21,16049026.21,5800706,474.75,-0.79,10.85,19.45,20.86,2558.17,490.68,86416156.05,87589188.83,2709.17,2744.64,212.87,269.76,20.39,25.98,0.08556,1.18033,9610,10500,7030,6850,6260,6040,5720,6660,6710,6460,7000,8100,8720
A000720,현대건설,12,19841222,1.573133,1.594215,31792.07,37137.15,73906.38,12181076000,12487460000,4.94,7.56,0.56,0.17,2.42,10716337000,913126000,516166000,6637.78,2.91,3.53,9.36,14.8,4260.38,5960.01,2200279000,2198135000,121810.76,124874.6,163.11,165.92,8.17,8.97,1.04989,1.02319,34050,36800,38550,39250,41450,39350,42800,41550,47800,49500,48550,48700,46050
A000760,이화산업,12,19940429,1.126711,1.159828,495.6,536.2,1878.03,105535453.08,104287845.27,,-213.89,0.51,0.83,43.88,58293770.93,7853196.62,289966.88,-1.17,2.69,-0.04,-0.06,3.05,-84.59,53.04,10415224.84,1363607.79,1055.35,1042.88,150.95,114.6,17.67,18.22,0.30648,0.2426,19000,19100,19950,20850,20100,19150,19300,21100,19250,19200,18900,19050,19050
A000810,삼성화재,12,19750630,0.595499,0.569165,145677.62,124832.7,100852.51,57631927630,62870621594,16.71,19.17,1.31,0.72,11.16,21386421356,,1047002999,8138.06,1.56,1.34,8.31,,34293.46,27011.69,,,576319.28,628706.22,,,0,0,0.3902,0.35793,268000,266500,270000,279500,291500,293000,268500,269000,255000,268000,268000,292500,281500
A000850,화천기공,12,19991118,1.147672,1.193988,1210,1130.8,2637.42,301703983.93,310981869.23,,7.56,0.46,0.61,3.41,189511883.3,28414876.85,11862222.88,160.11,6.6,4.77,6.25,7.5,222.87,252.22,27872468.73,30790618.62,3017.04,3109.82,285.13,334.76,19.68,17.46,0.7599,0.59397,50900,49950,51500,52300,50200,48950,50400,51900,51700,50400,51300,53200,55900
A000860,강남제비스코,12,19751112,0.614967,0.613882,2596.75,2278.25,4478.82,347627353.29,363868620.43,,6.45,0.6,0.77,1.93,269973985.14,51240468.41,25367837.05,434.93,8.51,8.3,10.14,16.63,415.56,364.88,13313741.26,10680792.22,3476.27,3638.69,409.87,470.35,18.12,20.8,0.77076,0.63956,34900,37300,38000,37450,37250,36300,36150,36300,36400,36000,38000,38700,39400
A000880,한화,12,19760624,1.723678,1.729318,29533.74,26535.39,136456.66,6588237592,7588298851,23.96,-10.14,0.64,0.07,9.21,5098918832,491500021,165875656,1205.15,-0.14,0.09,0.94,3.77,45790.17,96206.52,1719088133,2071217533,65882.38,75882.99,93.31,87.71,5.94,7.13,0.31608,0.30728,33901,34631,36650,35050,37350,35300,35050,35200,36400,35900,39950,47850,47400
A000890,보해양조,12,19880923,0.274971,0.304338,1888.79,1307.62,1034.62,210456521.85,218856563.1,0.13,19.88,1.83,1.41,8.69,122900602.68,50350690.01,8425350.66,88.31,2.34,4.12,9.62,3.83,186.02,304.78,51723769.09,22326394.48,2104.57,2188.57,102.1,98.75,39.65,40.82,0.57911,0.57798,1405,1390,1360,1375,1250,1130,1325,1205,1165,1270,1235,1225,1135
A000910,유니온,12,19960703,1.774247,1.91105,687.69,608.85,1226.68,178024049.95,163957107.84,,-23.63,0.52,0.68,-133.83,100207358.87,14545454.02,1532024.67,-32.46,1.63,-1.91,-2.57,-2.38,111.08,69.57,17972889.78,14822520.08,1780.24,1639.57,173.65,173,16.69,14.05,0.52117,0.58978,3855,4025,3880,4070,3865,4070,4010,4235,4255,4120,4060,4130,4095
A000950,전방,12,19681021,0.756668,0.82636,1029.84,606.48,1859.11,499023698.37,512530392.44,,-4.39,0.39,0.43,-575.28,216525390.2,-3461592.68,-9988059.84,-234.65,-4.69,-4.58,-12.94,-0.3,-19.14,19.63,52167665.25,51862276.22,4990.24,5125.3,37.71,31.72,0.05,0.78,0.47528,0.46263,36450,38900,36800,38600,38000,26100,26200,27850,28050,27200,25650,24700,25300
A000970,한국주철관,3,19691212,1.686952,1.567053,2667.66,2473.85,2354.19,250895869.92,260162848.82,,20.88,1.07,0.78,9.73,120331768.39,18468860.78,3062417.24,148.72,3.32,4.77,6.47,5.26,382.98,299.23,3172328.69,3291414.07,2508.96,2601.63,223.68,201.2,22.71,22.19,1.01746,1.06801,10850,10250,10600,10500,9410,9710,9920,9750,9590,9300,9230,10000,10450
A000990,DB하이텍,12,19751212,1.99385,2.008218,6344.6,8185.87,2540.57,1001959817,1005673853.73,7.17,5.02,2.44,0.95,4.27,666594986.58,229679471.3,124372823.75,1267.33,-7.54,12.87,67.63,18.28,480.78,1527.22,489706228.66,485901515.68,10019.6,10056.74,65.77,138.4,24.12,34.46,0.5557,0.67691,18500,17800,17050,17800,17050,15550,15900,17550,18800,19100,21100,20000,22500
A001000,신라섬유,12,19960701,4.039223,1.960794,623.93,617.86,133.75,37107025.37,33700581.04,,-22.83,4.67,18.07,-34.86,3453289.43,-183152.6,-2563198.18,-27.33,1.27,-7.72,-18.72,-18.88,-21.94,-7.67,16180426.63,500000,371.07,337.01,106.14,9.06,35.47,-5.3,0.08045,0.09754,2660,2790,2460,2575,2320,2530,2515,2490,2440,2235,2010,2050,2020
A001020,페이퍼코리아,12,19760626,0.341463,0.315439,1070.33,1173.99,1176.18,477722443.89,479181315.16,,-1.71,0.95,0.41,-7.12,242767827.06,12600029.44,-26721332.76,-592.79,-5.08,-11.19,-42.41,-13.93,5.12,-96.78,38483429.87,70412166.44,4777.22,4791.81,55.81,66.48,9.88,-0.62,0.52324,0.46215,5864,6812,6069,5692,4949,4555,4581,4931,4735,4743,4367,4299,3966
A001040,CJ,12,19730629,0.320556,0.287908,73125.71,58893.7,98634.56,2978815856,2951841981,113.01,38.27,1.98,0.37,6.24,103624034,103624034,52873578,5511.16,2.25,2.37,5.82,5.82,17609.86,22956.14,257403852,110442851,29788.16,29518.42,97.13,90.44,31.12,31.62,0.86674,0.90841,210500,200500,191000,186000,174500,175500,187000,182500,172500,174000,187000,211500,189500
A001060,JW중외제약,12,19760614,1.439139,1.387314,6515.59,11676.69,2254.07,587442853,611202345,5.73,352.4,3.07,1.59,29.4,434352380,160623302,21874624,19.61,-0.4,0.33,0.88,3.46,72.79,-41.75,157783721,127293066,5874.43,6112.02,162.46,144.25,36.65,36.98,0.70047,0.72228,58482,55596,69351,83779,47324,47036,51678,42804,45648,43785,42510,50894,46187
A001070,대한방직,12,19731228,0.717516,0.669719,679.46,569.22,1637.58,373958935.14,381208264.59,,-9.67,0.41,0.28,57,234303020.18,17635674.68,5873741.33,-70.72,-3.72,-1.92,-4.22,1.08,187.35,-92.11,47991611.83,34177817.17,3739.59,3812.08,63.4,60.98,2.63,7.64,0.78878,0.66503,10900,12140,12000,13200,12600,14900,17960,17200,18260,22900,17840,17360,14320
A001080,만호제강,6,19770618,1.105512,1.055811,744.93,747,2244.5,259588941.76,268375560.63,,13.45,0.33,0.41,2.99,228576448.46,24227157.31,6701717.72,70.67,1.98,2.64,3.2,4.78,29.48,271.6,26292025.96,22596199.54,2595.89,2683.76,773.02,650.03,9.29,10.85,0.95927,0.86613,18000,19200,19000,18650,18450,18000,19300,19300,19300,19450,19300,19200,19500
A001120,LG상사,12,19760130,2.020562,2.003243,13100.88,14593.14,15433.15,2933571676.41,2880767440.48,,-5.56,1.09,0.1,-18.53,3675879173.27,263020861.22,74425115.2,-2170.95,-0.28,-4.22,-13.97,1.96,3483.66,2977.07,759986421.38,971524708.66,29335.72,28807.67,120.32,118.74,4.39,3.89,2.32707,2.57278,36900,36450,33250,34900,27850,30150,29250,32300,32600,32200,32500,33700,31050
A001130,대한제분,12,19701125,1.145862,1.179435,3109.6,2999.75,6569.17,735231903.88,736917222.57,,9.11,0.46,0.38,3.5,340671198.51,74040340.24,33593695.11,342.51,4.1,3.82,5.35,8.56,715.66,536.16,17538114.4,17955246.63,7352.32,7369.17,196.38,211.34,20.87,20.7,0.96761,0.91974,177500,177000,174000,181000,176500,176500,180000,188500,184000,176000,176000,186000,189000
A001140,국보,12,19891202,1.984323,1.935033,199.81,173.61,184.09,87597908.62,80158666.75,,-4.98,1.07,0.22,-22.57,85267457.34,4875684.52,-2191281.06,-40.44,-7.39,-4.65,-19.71,-4.69,-2.38,-8.37,12577901.68,11715502.21,875.98,801.59,57.27,51.02,6.12,6.41,1.03021,1.05254,14344,16582,24293,20023,19857,18365,17411,19111,17038,16665,12437,13500,12100
A001200,유진투자증권,12,19870824,1.843764,1.892366,2605.71,2426.5,6135.17,4475342789.19,4967083041.92,,5.02,0.42,0.36,13.63,634761603.95,195738557.56,48081382.59,519.46,0.15,1.01,8.78,,-2557.38,-450.31,,,44753.43,49670.83,,,26.79,32.19,0.13394,0.14006,2560,2865,2535,2670,2410,2305,2435,2710,2695,2845,3025,3600,4040
A001210,금호전기,12,19731115,1.14652,1.212674,912.92,733.1,1810.02,383796067.78,327930587.39,,-1.92,0.63,0.23,-17.44,94204690.69,9022934.63,-18571466.03,-563.6,-0.88,-11.37,-30.01,-4.13,-71.67,-165.56,45374904.6,50229629.2,3837.96,3279.31,87.97,129.88,11.97,10.18,0.85378,0.79945,10560,11552,10660,10511,9370,9698,9410,10312,10312,9737,10808,10808,10660
A001230,동국제강,12,19880509,2.08722,2.135521,5483.12,7716.31,22459.01,6838435620,6644551558,,-2.3,0.26,0.1,19.66,4489569246,417272641,134290890,-2243.93,-3.26,-2.85,-9.25,3.94,686.9,9592.29,1336725668,1249572092,68384.36,66445.52,72.72,72.14,5.49,9.61,0.67565,0.66875,8320,9070,8480,7900,8180,9710,11050,12200,12600,12800,11100,12500,14650
A001250,GS글로벌,12,19760626,1.691609,1.67816,1237.1,1960.18,2027.25,819193337,743616327,,-2.77,0.64,0.06,-18.09,1926449911,76675694,28747686,-467.29,0.89,-5.64,-20.57,6.96,-1015.89,-14.32,89727696,163888172,8191.93,7436.16,111.81,128.48,3.04,4.08,3.55828,2.72973,2410,2455,2740,2625,2675,2635,3095,3475,3035,3145,3270,3470,3145
A001260,남광토건,12,19761228,1.51636,0.803862,313.8,1062.92,394.41,512865778.42,226901178,,-0.44,5.38,0.11,0.35,302388687,-39358748,-49771841,-770.3,-21.55,-20.14,581.82,,18.88,72.67,351041457.33,36775877,5128.66,2269.01,86.81,91.17,-10.37,-13.28,0.56663,0.79077,10900,10450,9720,9320,8000,7210,7280,7710,7410,6860,7920,8260,7400
A001270,부국증권,12,19880719,0.358431,0.3534,1659.18,1996.2,4240.38,892987385.04,1201002847.29,150,8.63,0.37,0.3,6.74,697651625.08,97660822.49,28039472.97,247.76,1.98,2.36,6.04,,-1978.1,-615.63,,,8929.87,12010.03,,,20.53,15.02,0.47536,0.67397,19100,19300,20000,19750,20000,19550,18800,18900,18200,18800,18750,21200,24600
A001290,골든브릿지증권,12,19880923,1.477844,1.488873,669.24,675.61,1444.94,839826792.92,670211980.17,,17.22,0.38,0.62,20.65,87734894.35,30910864.47,4882453.49,31.16,-0.87,0.41,2.24,,-607.76,-442.48,,,8398.27,6702.12,,,19.27,31.62,0.12969,0.11382,888,987,879,863,791,753,733,828,811,821,823,971,1340
A001340,백광산업,12,19760610,0.880612,0.948093,878.15,862.43,1163.61,449205564.51,307295931.12,,-4.78,0.65,0.61,11.02,129196822.66,25449776.75,3303184.34,-164.68,-7.14,-4.35,-13.45,0.71,94.46,195.5,80640977.34,43515017.12,4492.06,3072.96,43.97,37.29,22.71,19.7,0.29966,0.34156,1920,1850,1830,1900,1865,1720,1985,2150,2580,2910,2785,3205,2980
A001360,삼성제약,12,19750704,1.737215,1.525223,2436.34,2097.74,462.37,57410354.07,113805001,,-241.22,5.59,5.69,61.76,33202367,9502676,-812245,-9.94,-34.52,,,,-135.83,-42.05,5645897.36,43218845,574.1,1138.05,91.02,253.62,28.06,26.73,0.44026,,5692,6376,5130,5084,3779,3366,3834,3641,3650,3316,3316,3591,3536
