Code,Name,결산월,상장일,60개월베타,60개월로그베타,시가총액,시가총액,자본총계,자산총계,자산총계,우선주자본금,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)",EV/EBITDA,매출액,매출총이익,영업이익,당기순이익,ROA,ROA,ROE,ROIC,영업활동으로인한현금흐름,영업활동으로인한현금흐름,비유동부채,비유동부채,자산총계,자산총계,유동비율,유동비율,매출총이익률,매출총이익률,총자산회전율,총자산회전율,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
A000020,동화약품,12,19760324,0.792348,0.737018,2117.21,1485.95,2088.79,311472628,308991731,,31.52,1.01,1.46,8.25,145115173,65517434,12388252,67.17,10.72,2.17,3.24,4.17,311.55,299.2,25682734,7427668,3114.73,3089.92,158.5,113.75,55.77,45.15,0.70919,0.46776,5180,5210,4845,5250,5270,4795,5290,4815,4480,4720,5180,4710,4875
A000040,KR모터스,12,19760525,1.326232,1.301723,619.32,880.59,599.34,134153456,132393313,,-5.86,0.98,0.59,-18.74,100105901,11224482,-5760362,-100.76,-6.16,-7.56,-15.33,-6.99,-20.67,-38.44,18340100,14965137,1341.53,1323.93,142.01,116.19,13.79,11.21,0.97063,0.75113,1154,1154,1004,1026,1116,1017,1011,1055,950,1019,971,863,827
A000050,경방,12,19560303,1.299372,1.271478,2672.8,2329.6,7561.34,783294183,1452886942,,41.32,0.35,1.51,17.65,177298137,5235000,-9593759,64.81,-2.22,0.58,1.11,7.17,-119.97,245.7,102991995,547456334,7832.94,14528.87,40.84,84.84,6.09,2.95,0.23028,0.15857,8515,8211,8743,8933,8819,8667,9161,9199,8477,8211,8705,10491,9579
A000060,메리츠화재,12,19560702,1.561087,1.59071,8467.92,9644.02,6799.74,5265466689,6034989032,,5.8,1.03,0.2,3.3,4093468144,,173431157,1404.07,-1.2,2.49,25.4,,1707.7,870.52,,,52654.67,60349.89,,,0,0,0.72061,0.72448,6916,6549,6495,6755,6907,6943,7793,9305,8222,9260,12300,11100,13150
A000070,삼양홀딩스,12,19681227,0.762349,0.760753,4468.06,5680.25,7921.76,1098706965,1328144783,19.36,6.23,0.56,0.35,5.14,1495947994,215927679,52999655,834.12,-5.04,6.87,11.22,10.88,-438.34,818.07,100589980,153660130,10987.07,13281.45,122.92,138.86,13.95,14.43,1.17652,1.23283,64170,65514,61035,71002,71786,76489,78169,71674,63834,72122,92952,106839,117590
A000080,하이트진로,12,20091019,0.213401,0.221229,17112.13,14236.41,7460.54,1319218779,1402469264,0.23,14.1,2.24,2.51,10.44,681861303,299991725,114167386,1213.67,11.78,8.92,19.88,38.03,1655.82,337.88,178932515,88323581,13192.19,14024.69,53.71,45.1,44.41,44,0.55925,0.50106,34400,37900,37450,39250,38000,36300,35400,32550,31050,35900,36300,36000,34850
A000100,유한양행,12,19621101,0.570584,0.529564,18015.44,16258.32,9674.25,1021065354,1115568119,11.81,16,1.97,3.08,11.18,630347320,272627566,75872098,1213.27,12.61,11.36,13.26,17.72,1157.79,1237.26,38181139,43770886,10210.65,11155.68,337.08,483.7,45.66,43.25,0.59761,0.59004,131489,138941,156034,162609,139817,140694,159246,138136,139513,135841,131711,123909,123909
A000120,CJ대한통운,12,19560702,0.611338,0.580642,12934.6,13915.53,18209.08,5832933356,2574978783,,244.12,0.54,0.87,6.29,1831699915,174928614,94505096,65.25,3.81,0.16,0.2,8.41,-313.86,3256.48,275804542,245994347,58329.33,25749.79,482.02,113.05,9.51,9.55,0.50592,0.43571,60600,62900,58700,60100,71200,75700,94200,111000,107500,105000,105500,93400,108000
A000140,하이트진로홀딩스,12,19730919,1.364137,1.334115,6706.76,5012.66,8957.01,1064355773,1717189192,23.54,22.35,0.71,9.35,28.75,52587278,52587278,49765413,219.86,5.5,1.58,2.76,246.37,-394.75,-185.99,188135975,253258026,10643.56,17171.89,1.03,1.05,99.57,100,0.02307,0.03781,21300,21100,20550,22350,21250,19950,20200,17200,17850,17500,15900,15350,15650
A000150,두산,12,19730629,1.898765,1.775427,23731.7,27792.15,18156.23,2791040982,2748424426,288.49,12.4,1.21,2.39,-424.43,1203079651,259127943,-38019389,2322.99,4.39,8.39,13.74,-3.58,1155.64,286.85,459582613,581604574,27910.41,27484.24,73.36,141.41,31.79,21.54,0.60088,0.43437,111611,113092,118525,150625,149637,138773,152107,164947,123463,141242,129883,120500,123463
