Code,Name,결산월,상장일,60개월베타,60개월로그베타,시가총액,시가총액,자본총계,자산총계,자산총계,우선주자본금,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)",EV/EBITDA,매출액,매출총이익,영업이익,당기순이익,ROA,ROA,ROE,ROIC,영업활동으로인한현금흐름,영업활동으로인한현금흐름,비유동부채,비유동부채,자산총계,자산총계,유동비율,유동비율,매출총이익률,매출총이익률,총자산회전율,총자산회전율,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
A000020,동화약품,12,19760324,0.588375,0.626712,1139.6,1446.85,2296.24,324009899,339431477.17,,6.45,0.5,0.49,3.24,234561984.47,104411320.89,22102734.18,176.79,1.72,5.33,7.97,8.38,185.88,462.44,27437308,21947411.59,3240.1,3394.31,147.41,150.6,43.57,44.51,0.68019,0.70711,5180,5550,5500,5970,6500,6250,6040,6030,6030,6110,6750,6930,6640
A000040,KR모터스,12,19760525,1.166076,1.129839,793.62,811.52,687.65,144309753,139616455.2,,40.16,1.07,0.59,10.76,124258625.59,13434347.72,2348154.28,19.05,3.48,1.4,2.91,3.06,170.73,-84.3,14348414,14405907.21,1443.1,1396.16,139.03,145.56,13.3,12.11,1.0446,0.93957,1019,868,830,869,827,772,740,742,698,694,694,727,670
A000050,경방,12,19560303,1.475069,1.412192,1951.04,1934.4,6297.04,1410675955,1331930967.81,,-175.82,0.31,0.56,15.02,275746943.11,29335446.68,22576813.6,-11.31,1.55,-0.08,-0.17,2.91,214.7,-146.47,496887631,293210709.55,14106.76,13319.31,72.68,33.75,17.95,25.66,0.19016,0.2501,7070,6971,7496,7792,7716,7906,8156,7874,8220,8456,10650,12425,11833
A000060,메리츠화재,12,19560702,1.343613,1.403984,11410.6,10830.4,9007.46,6973858797,8654491021.44,,7.45,1.39,0.25,3.5,4814275137.31,,192993572.7,1603.51,1.86,,,,1953.68,10017.43,,,69738.59,86544.91,,,0,0,0.6904,,11200,10200,12600,12650,14800,13100,14150,13300,11600,11950,11950,13200,12700
A000070,삼양홀딩스,12,19681227,0.790874,0.791292,4443.78,2794.63,12976.89,1483645323,912354586.51,11.12,4.87,0.39,0.63,2.69,491319252,104470299.57,68174094,1680.88,8.78,8.76,13.54,8.45,416.63,1593.27,124394172,86939444.95,14836.45,9123.55,116.64,170.07,12.14,13.21,1.18465,0.61546,48550,54000,56500,66100,71500,73600,71000,67800,69400,70700,93600,88000,86700
A000080,하이트진로,12,20091019,0.713073,0.750604,17473.65,15007.19,14232.59,1356198041,3435692574.15,56.74,18.01,1.2,0.92,13.84,984947019.19,413063039.4,90966381.54,702.43,4.52,2.81,6.87,3.88,1014.41,2344.54,171719602,605143947.75,13561.98,34356.93,44.48,67.44,41.63,40.75,0.51154,0.55039,21600,24050,22300,24400,32250,30200,30400,32000,34100,33850,32250,31800,31200
A000100,유한양행,12,19621101,0.396669,0.395255,14219.5,14888.65,11167.23,1243176242,1261112831.88,11.81,15.46,1.22,2.14,10.4,667652366.29,248675545,52566858,942.17,10.86,7.33,8.61,14.54,1410.13,723.78,43982109,50187039.8,12431.76,12611.13,435.6,435.83,41.08,37.25,0.55057,0.52867,122533,113813,122992,140431,173014,155575,158788,168425,163836,175309,192748,170261,168884
A000120,CJ대한통운,12,19560702,0.681179,0.667459,17109.26,17816.44,22646.93,2684139514,2930159621.86,,20.26,0.59,0.66,14.96,2244115665.6,190485572.25,100974926.99,809.94,2.6,2.26,3.82,3.44,264.31,1111.99,227781976,298260220.59,26841.4,29301.6,114.84,137.68,8.9,9.09,0.79775,0.72259,78100,85000,93500,96900,113500,111000,100500,120000,115000,98300,106000,103000,95400
A000140,하이트진로홀딩스,12,19730919,1.367364,1.340899,2494.73,2174.47,13622.8,1667886777,1815175627.18,23.54,37.08,0.34,0.12,7.21,62145973.63,62145973.63,59725566,414.69,-2.16,0.87,3.02,1.34,466.39,2558.82,416983348,552016271.13,16678.87,18151.76,0.78,50.5,96.26,43.61,0.01648,0.44312,9370,9170,9980,10300,14000,14950,16400,16200,16200,16900,14700,14350,13050
A000150,두산,12,19730629,1.549493,1.510674,35877.57,26833.35,34890.49,3187593688,3177644298.9,288.49,14.28,0.96,1.12,8.85,1930096326.79,448860226.28,194090770,3524.11,8.84,1.83,6.98,-12.78,952.59,2998.78,522694967,646914418.95,31875.94,31776.44,120.18,115.34,28.93,24.75,0.51585,0.2019,127908,130871,133834,135809,124451,124945,129000,128500,129000,129500,123000,142000,128500
A000180,성창기업지주,12,19760602,0.75681,0.889657,900,1191,1298.76,72039893,85888946.35,,6.45,0.67,0.61,9.45,13601925.96,13601925.96,7243818.47,139.85,-1.4,5.08,13.91,5.11,-4.61,119.65,140526,2497111.32,720.4,858.89,1244.26,61.47,39.01,21.28,0.19301,0.5397,1951,1912,2148,2182,2350,2020,1760,1661,1789,2079,2276,2359,2212
A000210,대림산업,12,19760202,1.675414,1.82918,31250.4,31389.6,46373.98,8677150597,9545399353,210,9.48,0.78,0.43,6.12,7187410074,831823261,406819142,3798.38,4.16,3.68,8.56,4.65,5941.24,5012.03,1248590155,1058314124,86771.51,95453.99,151.97,153.96,12.3,11.64,0.72836,0.77434,90200,87600,88800,94900,75900,78900,87000,92700,96700,91700,77000,95000,86800
A000220,유유제약,12,19751118,1.004398,1.105198,306.73,317.81,672.29,92877640,85913909.88,12.98,20.9,0.49,0.68,11.79,54320125.79,32122705.69,1825756.9,19.08,1.18,,,,58.15,66.74,5205516,4479315.43,928.78,859.14,212.67,201.31,59.18,56.52,0.54913,,5450,5600,5390,5460,7540,6140,7260,6720,6990,7100,7290,8010,6990
A000230,일동홀딩스,12,19750628,0.767607,0.796964,1885.12,1599.34,3101.72,444963771,488661360.55,,6.8,0.58,0.53,4.73,338460671.38,197226694.18,37303709.58,271.67,4.27,5.21,8.98,10.75,302.64,507.78,59020758,69648729.8,4449.64,4886.61,194.29,184.2,57.82,57.23,0.57968,0.66828,6279,6653,6732,7549,8799,7884,11712,11614,10187,11171,12647,11564,10088
A000240,한국타이어월드와이드,12,19681227,0.798207,0.784103,68865.94,68942.04,32166.98,3303774146,4554851565.64,,19.17,2.03,1.05,9.75,3955397484.99,918655147.53,274673807.77,3552.21,13.61,5.38,12.36,10,6963.07,1631.62,228313632,71228223.38,33037.74,45548.52,209.63,102.9,28.91,25.81,1.06767,0.98358,44864,41299,41200,41200,14100,14900,19800,16900,18800,18600,20000,19300,21300
A000250,삼천당제약,12,20001004,1.110815,1.086051,472,420,840.92,93712289,98530396.17,,8.33,0.54,0.61,3.22,77565622.18,41190626.84,7498725.7,56.64,5.2,5.89,6.92,10.63,97.85,113.51,2627542,4677400.9,937.12,985.3,535.55,631.61,56.6,53.1,0.80334,0.80696,2100,2600,2565,2550,2615,2510,2770,2730,2830,3250,4050,5180,4250
A000270,기아차,12,19730721,0.965829,0.934171,269344.45,302806.42,135097.1,18625411000,23384425000,,7.8,1.99,0.62,4.94,27742277000,5826315000,1911157000,35192.36,12.68,12.17,29.68,29.1,30367.98,47451.89,2675700000,3062928000,186254.11,233844.25,72.9,96.96,22.91,23.27,1.30803,1.49325,74700,78100,74100,69400,60600,61900,56500,51700,55900,55600,54800,59300,62100
A000300,대유플러스,12,19750609,1.266341,1.356872,1838.13,1254.29,907.83,165496900,250262905.29,,-60.22,2.16,0.53,21.71,269816158.32,10084377.2,-587823.64,-46.26,3.06,-0.89,-5.83,4.71,237.5,38.89,27642895,22831409.68,1654.97,2502.63,65,89.65,6.61,5.85,1.3771,0.64243,2045,1735,2220,2170,1920,1840,1490,1580,1505,1400,1240,1275,1125
A000320,노루홀딩스,12,19730810,0.691309,0.696633,906.74,967.46,3627.53,260293392,253906366.88,1.39,9.64,0.3,0.17,5.86,24611008.58,24611008.58,7887648.27,168.98,2.71,2.41,5.26,7.04,88.4,336.9,45225279,41438368.93,2602.93,2539.06,51.48,97.67,88.58,20.24,0.11586,0.78029,7330,7870,8300,8200,8260,9110,9000,9300,9200,8950,11900,14500,13700
A000360,삼환기업,12,19730903,1.414357,1.489181,500.21,452.32,5014.87,1674111618,1657434523.38,72.51,-0.43,0.1,0.07,-4.92,777851375.73,13426646.37,-80146034.06,-1846.46,0.44,-8.31,-31.42,-24.1,323.48,-1040.1,231284963,123015768.13,16741.12,16574.35,102.06,72.2,9.49,3.03,0.59427,0.38737,5107,3545,3538,3452,2784,2564,2310,3195,3120,2865,2495,3965,4600
A000370,한화손해보험,12,19750630,1.764754,1.83097,3606.68,2909.71,3958.5,5025092115,6396262164,,8.59,0.86,0.08,-1.54,4285674803,,51315645,407.91,0.17,,,,-236.35,-711.17,,,50250.92,63962.62,,,0,0,0.79161,,5616,5409,7573,7178,6962,5805,5729,5645,5419,5447,4845,4920,4694
A000390,삼화페인트,12,19930910,0.30439,0.301579,784,911.68,2096.73,370349898,380612963.02,,6.05,0.34,0.19,5.37,390718907.68,66212909.4,19749805.41,129.56,2.23,3.28,6.3,5.21,-33.17,319.04,49666758,49990486.76,3703.5,3806.13,163.36,159.76,15.12,17.32,1.07716,1.05017,4070,3890,4275,4440,4370,4370,4350,4305,4700,4960,5220,5950,5900
A000400,롯데손해보험,12,19710416,1.537974,1.326517,2300.14,2136.14,2119.85,2842870807,3467415339.2,,21.3,1.24,0.13,-1.63,2085354411.01,,14754643.32,127.79,-0.35,0.41,6.07,,2003.33,1244.35,,,28428.71,34674.15,,,0,0,0.83879,0.66094,3908,3608,4108,3681,3422,2801,2668,3310,2972,3135,2848,3101,2655
A000420,로케트전기,12,19880805,1.460257,1.51662,221.62,175.08,147.77,82718617,104532935.36,5.32,-5.87,0.98,0.23,36.42,85732938.16,10797901.48,1129043.21,-45.06,3.91,-3.82,-30.39,-0.48,-0.75,-274.47,6971378,10221338.71,827.19,1045.33,86.64,62.21,16.36,15.91,0.9046,0.83255,474,463,495,523,810,711,801,881,1050,864,846,980,1165
