Code,Name,결산월,상장일,60개월베타,60개월로그베타,시가총액,시가총액,자본총계,자산총계,자산총계,우선주자본금,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)",EV/EBITDA,매출액,매출총이익,영업이익,당기순이익,ROA,ROA,ROE,ROIC,영업활동으로인한현금흐름,영업활동으로인한현금흐름,비유동부채,비유동부채,자산총계,자산총계,유동비율,유동비율,매출총이익률,매출총이익률,총자산회전율,총자산회전율,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
A000860,강남제비스코,12,19751112,1.121532,1.092763,669.5,845,2340.15,278158092,283923354,,7.62,0.29,0.3,3.84,223321341,28785550,5945824,87.86,4.6,3.13,3.83,2.02,110.84,67.87,19304750,16985662,2781.58,2839.23,237.62,261.85,14.92,12.89,0.77477,0.79462,13500,13450,14000,14150,13900,15450,15850,14050,14300,14650,15350,13900,14150
A000880,한화,12,19760624,1.96248,2.137527,14429.56,24623.94,17391.43,4179054400,5207421768,23.96,4.81,0.75,0.29,8.96,4942288331,419903025,229492554,2934.13,5.18,6.25,19.32,19.66,2150.34,-1529.41,956814293,1010803451,41790.54,52074.22,65.33,61.68,8.51,8.5,0.82694,1.05306,32491,38376,42608,41878,37744,41343,46499,45477,41684,40127,40224,33512,36285
A000890,보해양조,12,19880923,0.558405,0.834879,286.33,325.98,877.67,224900023,239622857,0.13,4.92,0.33,0.22,5.94,128791674,56171308,5660624,58.04,2.76,2.5,6.8,3.53,196.75,10.39,19625017,13671223,2249,2396.23,74.28,70.43,43.57,43.61,0.57434,0.55451,1458,1449,1617,1516,1482,1434,1550,1574,1622,1636,2084,1718,1718
A000910,유니온,12,19960703,1.368227,1.52426,713.99,974.27,2157.69,340347319,315228253,,16.3,0.33,0.69,9.13,103475775,16101751,4832113,43.86,1.27,1.34,1.99,-17.68,-125.38,165.42,80779987,59227585,3403.47,3152.28,140.63,138.73,15.81,15.56,0.27661,0.31568,6194,6139,6222,5802,5072,4538,5492,4543,4511,4881,5227,4771,5209
A000950,전방,12,19681021,0.420303,0.412827,477.96,388.92,1081.87,262560912,265130211,,-1.51,0.3,0.23,-9,205294666,12841764,5827116,-317.29,-2.27,-12.03,-25.47,2.57,-82.21,-22.07,13387123,13785994,2625.61,2651.3,101.03,70.36,4.36,6.26,0.75725,0.77809,22500,24000,23650,24400,23150,23150,22650,22800,24000,37800,29800,34950,39850
A000970,한국주철관,3,19691212,1.189911,1.396931,547.21,893.78,2060.34,235442147,262919442,,16.72,0.43,0.52,5.08,179658318,27595900,16711820,56.26,3,2.26,2.75,6.92,46.8,187.1,4090805,4014383,2354.42,2629.19,420.45,273.92,15.42,15.36,0.52515,0.721,4005,4260,4060,3980,3950,4185,4610,4525,4540,4545,4430,4020,3800
A000990,DB하이텍,12,19751212,1.479893,1.525422,1406.04,3719.69,8605.88,3213715696,3334536110,7.17,-0.5,0.14,0.1,16.48,1347649484,204030038,-88544577,-2815.7,-0.79,-8.6,-32.26,-1.69,-140.76,-68.88,1392924173,1334105211,32137.16,33345.36,61.17,56.89,15.75,15.14,0.63975,0.41161,9340,8820,8460,6890,6250,5850,7070,6080,6250,7370,8420,10600,11600
A001000,신라섬유,12,19960701,0.280665,0.281002,169.2,251.79,103.18,36852612,37207746,,-10.04,1.64,4.55,-78.28,3605294,577661,-311829,-16.35,-4.96,-4.42,-16.34,-1.04,-0.98,-1.48,2006814,7028715,368.53,372.08,16.23,23.82,4.89,16.02,0.11271,0.09736,1378,1350,1512,1520,1552,1556,1580,1676,1642,1476,1600,1580,1290
A001020,페이퍼코리아,12,19760626,0.527074,0.478119,668.39,934.75,1671.3,277598908,384594278,,-4.65,0.37,0.31,39.05,219127113,23814593,-4482020,-146.65,-1.07,-4.43,-10.67,5.37,117.6,-181.17,109141167,122530566,2775.99,3845.94,98.74,80.74,15.73,10.87,0.59908,0.66182,7397,6749,6401,6219,6243,6322,6654,6219,5658,5643,5808,5295,5137
A001040,CJ,12,19730629,1.20607,1.155407,11017.23,12332.71,19807.08,2159414456,2781129973,190.62,4.28,0.56,8.45,2.97,148483675,38476889,6450711,2928.29,1.39,11.85,15.84,33.21,-318.5,-233.52,399142266,551876070,21594.14,27811.3,110.99,259.39,34.21,25.91,0.72186,0.06011,43400,50400,50100,55600,48250,52300,62700,67200,68800,67400,64500,60600,60000
A001060,JW중외제약,12,19760614,1.316273,1.387088,801.91,1275.73,1762.44,304251217,419782334,4.32,13.17,0.48,0.19,5.54,437648380,190714388,36671029,64.33,2.63,1.78,4.25,8.2,148.19,-13.48,69655696,56469082,3042.51,4197.82,171.74,123.15,47.52,43.58,1.15713,1.20892,9771,11239,13530,15283,14782,12313,13419,12424,13345,13272,13566,12129,12755
A001070,대한방직,12,19731228,1.017978,1.065659,219.95,256.52,1011.27,209507187,260421447,,-1.67,0.22,0.08,-20.53,289017980,18373585,4573749,-132,-4.71,-5.62,-12.53,0.84,-72.69,-57.16,29806304,38416487,2095.07,2604.21,112.92,113.58,5.09,6.36,1.15431,1.23005,4980,5140,4890,4790,4700,4500,4610,4800,4860,6330,5890,5290,5480
A001080,만호제강,6,19770618,1.45121,1.463659,452.35,780.2,1661.69,184447953,192439733,,8.17,0.28,0.32,3.22,172187998,24633957,7366476,67.58,1.1,3.59,4.12,3.16,75.97,30.37,6183794,5002020,1844.48,1924.4,450.98,409.8,10.35,14.31,0.84808,0.91374,18700,18100,18400,17300,17750,14650,15400,14950,14550,17950,18300,17000,16550
A001120,LG상사,12,19760130,1.254147,1.369717,5658.96,9690,6065.21,1278390775,1844425488,,11.36,0.93,0.1,12.81,5916709888,480385968,158561401,498.3,3.97,3.19,8.96,184.76,628.03,1234.15,279716461,467355066,12783.91,18444.25,134.26,109.55,4.81,8.12,4.45666,3.78934,26200,26050,26150,31600,29600,29600,30250,27000,28500,30500,32850,30000,30900
A001130,대한제분,12,19701125,1.285949,1.324555,1918.15,1791.4,4286.91,639386524,579921154,,-14.43,0.43,0.55,-41.99,348714815,33813207,937689,-132.92,4.9,-2.18,-2.9,-9.07,66.02,-397.39,54959612,32010098,6393.87,5799.21,179.31,146.47,18.83,9.7,0.42554,0.57199,107500,129000,125000,142000,135500,130000,137000,128000,128500,131000,147000,142500,162000
A001140,국보,12,19891202,0.971399,0.930939,51.37,70.88,210.71,71934608,72580238,,-12.69,0.24,0.05,6.19,105396941,7926698,1795384,-4.05,0.38,-0.56,-1.9,-29.5,3.34,26.75,6041934,7214934,719.35,725.8,61.72,63.84,8.63,7.52,1.2876,1.45863,5688,5696,5804,5713,5721,5721,5804,5845,5796,10322,15670,12976,11525
A001200,유진투자증권,12,19870824,1.784072,1.793962,5762.26,6609.08,5655.83,1855803213,1841393139,,-4.85,1.04,1.05,-5.65,549788660,10139997,-146274660,-1188.3,2.3,-6.43,-19.34,,-2076.56,1098.37,,,18558.03,18413.93,,,47.37,1.84,0.31609,0.29741,10483,10618,10078,10123,9223,8413,8638,7873,7828,7648,7378,7018,6479
A001210,금호전기,12,19731115,1.142585,1.183996,1576.86,2372.21,1905.74,280827970,287748427,,15.68,0.72,0.72,5.54,217793095,30588304,12609712,100.58,7.22,3.54,5.34,4.65,283.23,198.97,18420047,18566786,2808.28,2877.48,109.27,115.8,16.5,14.05,0.93346,0.7661,36689,42539,56421,57016,50472,40407,55231,40655,40457,47546,55132,50472,45910
A001230,동국제강,12,19880509,1.618595,1.685902,16630.73,15981.58,24255.81,4462847870,5774725022,367.81,10.07,0.71,0.31,7.87,5649896525,1054560135,856216771,1718.59,5.41,3.36,7.3,20.12,2195.11,3049.82,497128429,389968283,44628.48,57747.25,133.85,103.52,15.32,18.67,0.88845,1.10376,24072,28633,26375,24659,23304,22310,24388,20775,20594,20775,21136,18743,19872
A001250,GS글로벌,12,19760626,1.1163,0.968103,613,3182.5,642.05,106953182,145633612,,2.46,1.04,0.05,1.65,1303117078,57788222,32828586,272.06,8.2,21.54,53.65,532.24,205.64,185.68,8869855,3344018,1069.53,1456.34,105.2,116.5,4.64,4.44,8.98727,10.31817,17020,15936,15761,13300,14208,12890,13007,14354,13798,13739,11484,10839,10546
A001260,남광토건,12,19761228,1.641601,1.636256,3344,2712.5,1840.87,725469670,1075767758,,-27.6,1.08,0.29,28.76,669874886,60740964,1904016,-71.55,3.3,-0.79,-3.91,1.54,-1557.1,-2561.87,204337481,314694192,7254.7,10757.68,181.44,152.61,15.69,9.07,0.97886,0.74379,177419355,179032258,180645161,165322581,145161290,131612903,132258065,114516129,102258065,111129032,90322581,53387097,52741935
A001270,부국증권,12,19880719,1.08323,0.98496,1555.48,2965.79,3309.16,564530367,844161087,150,12.13,0.51,1.05,8.47,208173155,81149613,21067885,180.22,4.75,2.56,5.72,,588.45,-4017.47,,,5645.3,8441.61,,,45.07,38.98,0.38742,0.29556,29250,25500,26900,24000,23850,24300,26800,22900,21900,21550,19750,16200,15900
A001290,골든브릿지증권,12,19880923,1.842562,1.849837,794.41,1138.01,1709.94,306332640,299328739,,25.93,0.39,1.69,32.34,39492290,27244886,-2396491,25.69,3.22,0.85,1.5,,-479.15,443.78,,,3063.33,2993.29,,,76.33,68.99,0.20787,0.13041,955,1165,1064,947,825,790,953,855,857,817,888,793,774
A001300,제일모직,12,19750515,0.807134,0.822481,20100,22950,16058.11,2797289969,2743857620,,12.76,1.2,0.54,7.96,3727783384,1117793696,240174251,1574.7,6.02,5.68,9.47,5.54,2342.98,1088.58,469388004,446724348,27972.9,27438.58,152.56,153.11,32.74,29.99,1.23897,1.34549,46300,47550,51200,51100,44700,49900,56500,55900,59000,63900,79900,83500,94400
A001310,풍림산업,12,19781130,2.101764,2.022586,540.15,562.75,2766.34,1096831654,1150491356,,-1.64,0.16,0.04,-319.06,1204070719,68248635,10716541,-329.73,2.61,-2.93,-13.02,5.35,331.54,-1253.99,213375053,76396433,10968.32,11504.91,138.45,98.76,10.72,5.67,1.26461,1.07156,2665,2795,3020,2690,2585,2590,2640,2420,2270,2130,1930,1620,1810
