Code,Name,결산월,상장일,60개월베타,60개월로그베타,시가총액,시가총액,자본총계,자산총계,자산총계,우선주자본금,"P/E(Adj., FY End)","P/B(Adj., FY End)","P/S(Adj., FY End)",EV/EBITDA,매출액,매출총이익,영업이익,당기순이익,ROA,ROA,ROE,ROIC,영업활동으로인한현금흐름,영업활동으로인한현금흐름,비유동부채,비유동부채,자산총계,자산총계,유동비율,유동비율,매출총이익률,매출총이익률,총자산회전율,총자산회전율,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가,수정주가
A000010,신한은행,12,19560303,0.816653,0.81791,11340.6,19116.05,20849.26,43430727000,50331452000,0,11.22,0.52,0.22,23.65,5225147000,2130057000,143306000,1010.85,-1.71,0.22,4.7,,10125.05,14057.32,,,434307.27,503314.52,,,-2.58,16.07,0.10792,0.11146,2815,2305,2220,1885,2055,3330,4140,5550,5720,6750,5720,6100,5600
A000020,동화약품,12,19760324,1.576496,1.270504,344.94,622.87,1300.94,231378084,254488830,,9.61,0.3,0.31,5.24,126423511,50269313,12969835,40.96,-3.03,1.69,3.2,4.26,28.34,105.12,52615448,35603747,2313.78,2544.89,312.6,208.52,38.38,39.76,0.55305,0.5204,2230,1610,1500,1372,1418,1940,1838,1922,2040,1990,1600,1592,1450
A000030,우리은행,12,20141119,0.589469,0.627934,7564.45,4782.41,22651,64510594000,69845987000,0,-0.25,0.21,0.1,-2.51,7382216000,2051030000,-4158890000,-30064.14,-2.87,-4.48,-119.07,,2337.45,-1322.45,,,645105.94,698459.87,,,-15.73,-43.44,0.09987,0.10989,865,865,865,865,865,865,865,865,865,865,,,
A000040,KR모터스,12,19760525,0.714135,0.851687,44.76,67.95,-683.57,191794487,122491227,,-0.07,-0.06,0.03,-4.7,135869669,17723543,-13940384,-575.43,-23.2,-36.62,145.58,-18.17,9.04,-74.14,128488214,120509882,1917.94,1224.91,75.07,55.22,13.36,13.05,0.51368,0.86463,9440,8242,9740,8391,7567,7792,6893,5799,4600,4713,4713,4713,4713
A000050,경방,12,19560303,0.522111,0.578336,393.81,392.21,4071.49,221040807,564454011,,16.84,0.1,0.23,5.2,172513153,20164037,4131929,23.45,4.08,0.6,0.99,0.19,326.01,-42.27,24306110,24185697,2210.41,5644.54,66.75,58.02,18.56,11.69,0.95228,0.43925,1774,1637,1593,1442,1550,1608,1615,2091,1860,1864,1766,1957,1923
A000060,메리츠화재,12,19560702,1.114058,1.108129,266.41,594.59,930.49,1571275094,1648663966,,-1.36,0.26,0.02,10.11,1557857463,,-28045456,-197.83,2.03,-1.23,-18.35,,513.36,950,,,15712.75,16486.64,,,0,0,1.24772,0.96763,536,454,413,335,455,646,983,1254,1393,1382,1424,1184,987
A000070,삼양홀딩스,12,19681227,0.859829,0.819902,894.92,1601.73,4571.02,1165872225,1159293302,34.76,5.05,0.32,0.13,3.16,1205070128,221348224,69866828,311.61,1.27,2.68,6.95,4.41,658.66,1025.41,241288291,199406973,11658.72,11592.93,62.7,60.48,16.27,18.37,0.96356,1.03655,15486,13061,14219,15652,15982,16533,17195,22485,27445,28272,23918,20446,19234
A000080,하이트진로,12,20091019,0.787845,0.811346,350.84,474.28,560.28,1949472285,1691360703,86.93,0,0,0,3.64,521251149,244025776,136248399,871.03,-0.42,4.79,84.66,64.17,53.54,521.16,1498332865,1304350511,19494.72,16913.61,84.41,98.56,41.22,46.82,0.25847,0.28634,3650,3550,3600,3295,3685,3330,3180,3470,3500,3640,4030,3900,4100
A000100,유한양행,12,19621101,0.687087,0.676096,2180.8,3710.21,3234.83,508117707,538144053,12.4,6.88,0.7,1.05,3.77,220494731,100058024,34191272,335,7.12,6.4,11.01,11.28,114.07,274.54,62119016,50317470,5081.18,5381.44,149.49,146.73,45.43,45.38,0.40613,0.42149,34531,31706,35568,33897,37759,35684,37754,38660,36425,42888,40231,35338,32921
A000110,한국스탠다드차타드은행,12,19560303,0.488086,0.306378,8464,8464,13032.09,26134547000,25452572000,0,1.69,0.4,0.22,6.07,2341470000,876065000,236786000,3064,-3.65,1.19,26.83,,-22333.06,47898.6,,,261345.47,254525.72,,,41.86,28.47,0.12726,0.09078,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645
